Dataset_name,Field_name,Data_type,Description,Notes
All_Sessions,src_category,string,The category of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Sessions,src_dns,string,The external domain name of the client initializing a network session. Not applicable for DHCP events.,
All_Sessions,src_ip,string,The IP address of the client initializing a network session. Not applicable for DHCP events.,
All_Sessions,src_mac,string,"The MAC address of the client initializing a network session. Not applicable for DHCP events. Note: Always force lower case on this field. Note: Always use colons instead of dashes, spaces, or no separator.",
All_Sessions,src_nt_host,string,The NetBIOS name of the client initializing a network session. Not applicable for DHCP events.,
All_Sessions,src_priority,string,The priority of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Sessions,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
All_Sessions,user,string,"The user in a network session event, where applicable. For example, a VPN session or an authenticated DHCP event.","recommended
required for pytest-splunk-addon"
All_Sessions,user_bunit,string,The business unit associated with the user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Sessions,user_category,string,The category of the user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Sessions,user_priority,string,The priority of the user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Sessions,vendor_product,string,"The full name of the DHCP or DNS server involved in this event, including vendor and product name. For example, Microsoft DHCP or ISC BIND. Create this field by combining the values of the vendor and product fields, if present in the events.",recommended
DHCP,lease_duration,number,"The duration of the DHCP lease, in seconds.",
DHCP,lease_scope,string,The consecutive range of possible IP addresses that the DHCP server can lease to clients on a subnet. A lease_scope typically defines a single physical subnet on your network to which DHCP services are offered.,required for pytest-splunk-addon
All_Traffic,action,string,The action taken by the network device.,"recommended
required for pytest-splunk-addon
prescribed values:allowed blocked, teardown"
All_Traffic,app,string,The application protocol of the traffic.,required for pytest-splunk-addon
All_Traffic,bytes,number,Total count of bytes handled by this device/interface (bytes_in + bytes_out).,recommended
All_Traffic,bytes_in,number,How many bytes this device/interface received.,recommended
All_Traffic,bytes_out,number,How many bytes this device/interface transmitted.,recommended
All_Traffic,channel,number,The 802.11 channel used by a wireless network.,
All_Traffic,dest,string,"The destination of the network traffic (the remote host). You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.","recommended
required for pytest-splunk-addon"
All_Traffic,dest_bunit,string,"colspan=""2"" rowspan=""2""These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.",
All_Traffic,dest_category,string,,
All_Traffic,dest_interface,string,"The interface that is listening remotely or receiving packets locally. Can also be referred to as the ""egress interface.""",
All_Traffic,dest_ip,string,The IP address of the destination.,
All_Traffic,dest_mac,string,"The destination TCP/IP layer 2 Media Access Control (MAC) address of a packet's destination, such as 06:10:9f:eb:8f:14. Note: Always force lower case on this field. Note: Always use colons instead of dashes, spaces, or no separator.",
All_Traffic,dest_port,number,"The destination port of the network traffic.Note: Do not translate the values of this field to strings (tcp/80 is 80, not http). You can set up the corresponding string value in a dest_svc field by extending the data model.",recommended
All_Traffic,dest_priority,string,"The destination priority, if applicable. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
All_Traffic,dest_translated_ip,string,The NATed IPv4 or IPv6 address to which a packet has been sent.,
All_Traffic,dest_translated_port,number,"The NATed port to which a packet has been sent. Note: Do not translate the values of this field to strings (tcp/80 is 80, not http).",
All_Traffic,dest_zone,string,The network zone of the destination.,required for pytest-splunk-addon
All_Traffic,direction,string,The direction the packet is traveling.,"prescribed values:inbound, outbound"
All_Traffic,duration,number,"The amount of time for the completion of the network event, in seconds.",
All_Traffic,dvc,string,"The device that reported the traffic event. You can alias this from more specific fields, such as dvc_host, dvc_ip, or dvc_name.","recommended
required for pytest-splunk-addon"
All_Traffic,dvc_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
All_Traffic,dvc_ip,string,The ip address of the device.,
All_Traffic,dvc_mac,string,"The device TCP/IP layer 2 Media Access Control (MAC) address of a packet's destination, such as 06:10:9f:eb:8f:14. Note: Always force lower case on this field and use colons instead of dashes, spaces, or no separator.",
All_Traffic,dvc_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Traffic,dvc_zone,string,The network zone of the device.,
All_Traffic,flow_id,string,"Unique identifier for this traffic stream, such as a netflow, jflow, or cflow.",
All_Traffic,icmp_code,string,"The RFC 2780 or RFC 4443 human-readable code value of the traffic, such as Destination Unreachable or Parameter Problem . See the ICMP Type Numbers and the ICMPv6 Type Numbers.",
All_Traffic,icmp_type,number,The RFC 2780 or RFC 4443 numeric value of the traffic. See the ICMP Type Numbers and the ICMPv6 Type Numbers.,prescribed values:0 to 254
All_Traffic,packets,number,The total count of packets handled by this device/interface (packets_in + packets_out).,
All_Traffic,packets_in,number,The total count of packets received by this device/interface.,
All_Traffic,packets_out,number,The total count of packets transmitted by this device/interface.,
All_Traffic,process_id,string,The numeric identifier of the process (PID) or service generating the network traffic.,
All_Traffic,protocol,string,"The OSI layer 3 (network) protocol of the traffic observed, in lower case. For example, ip, appletalk, ipx.",
All_Traffic,protocol_version,string,Version of the OSI layer 3 protocol.,
All_Traffic,response_time,number,"The amount of time it took to receive a response in the network event, if applicable.",
All_Traffic,rule,string,"The rule name that defines the action that was taken in the event. Note: Use rule_id field for the unique ID of the rule, which is often numeric.",recommended
All_Traffic,rule_id,string,"The vendor-specific unique identifier of the rule. Examples: 0x00011f0000011f00, 0x00011f00-syn_flood.",Optional
All_Traffic,session_id,string,The session identifier. Multiple transactions build a session.,
All_Traffic,src,string,"The source of the network traffic (the client requesting the connection). You can alias this from more specific fields, such as src_host, src_ip, or src_name.","recommended
required for pytest-splunk-addon"
All_Traffic,src_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
All_Traffic,src_interface,string,"The interface that is listening locally or sending packets remotely. Can also be referred to as the ""ingress interface.""",
All_Traffic,src_ip,string,The ip address of the source.,
All_Traffic,src_mac,string,"The source TCP/IP layer 2 Media Access Control (MAC) address of a packet's destination, such as 06:10:9f:eb:8f:14. Note: Always force lower case on this field. Note: Always use colons instead of dashes, spaces, or no separator.",
All_Traffic,src_port,number,"The source port of the network traffic.Note: Do not translate the values of this field to strings (tcp/80 is 80, not http). You can set up the corresponding string value in the src_svc field.",recommended
All_Traffic,src_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Traffic,src_translated_ip,string,The NATed IPv4 or IPv6 address from which a packet has been sent..,required for pytest-splunk-addon
All_Traffic,src_translated_port,number,"The NATed port from which a packet has been sent. Note: Do not translate the values of this field to strings (tcp/80 is 80, not http).",
All_Traffic,src_zone,string,The network zone of the source.,required for pytest-splunk-addon
All_Traffic,ssid,string,The 802.11 service set identifier (ssid) assigned to a wireless session.,
All_Traffic,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
All_Traffic,tcp_flag,string,The TCP flag(s) specified in the event.,"prescribed values:SYN, ACK, FIN, RST, URG, or PSH."
All_Traffic,transport,string,"The OSI layer 4 (transport) or internet layer protocol of the traffic observed, in lower case.","recommended
required for pytest-splunk-addon
prescribed values:icmp, tcp, udp"
All_Traffic,tos,string,The combination of source and destination IP ToS (type of service) values in the event.,
All_Traffic,ttl,number,"The ""time to live"" of a packet or diagram.",
All_Traffic,user,string,The user that requested the traffic flow.,recommended
All_Traffic,user_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
All_Traffic,user_category,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Traffic,user_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Traffic,vendor_account,string,"The account associated with the network traffic. The account represents the organization, or a Cloud  customer or a Cloud account.",
All_Traffic,vendor_product,string,The vendor and product of the device generating the network event. This field can be automatically populated by vendor and product fields in your data.,recommended
All_Traffic,vlan,string,The virtual local area network (VLAN) specified in the record.,
All_Traffic,wifi,string,"The wireless standard(s) in use, such as 802.11a, 802.11b, 802.11g, or 802.11n.",
All_Performance,dest,string,"The system where the event occurred, usually a facilities resource such as a rack or room. You can alias this from more specific fields in your event data, such as dest_host, dest_ip, or dest_name.",recommended
All_Performance,dest_bunit,string,The business unit of the system where the event occurred.This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Performance,dest_category,string,The category of the system where the event occurred. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Performance,dest_priority,string,The priority of the system where the performance event occurred.,
All_Performance,dest_should_timesync,boolean,Indicates whether or not the system where the performance event occurred should time sync. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Performance,dest_should_update,boolean,Indicates whether or not the system where the performance event occurred should update. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Performance,hypervisor_id,string,The ID of the virtualization hypervisor.,
All_Performance,resource_type,string,"The type of facilities resource involved in the performance event, such as a rack, room, or system.",
All_Performance,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
CPU,cpu_load_mhz,number,The amount of CPU load reported by the controller in megahertz.,
CPU,cpu_load_percent,number,The amount of CPU load reported by the controller in percentage points.,recommended
CPU,cpu_time,number,The number of CPU seconds consumed by processes.,
CPU,cpu_user_percent,number,Percentage of CPU user time consumed by processes.,
Facilities,fan_speed,number,"The speed of the cooling fan in the facilities resource, in rotations per second.",
Facilities,temperature,number,"Average temperature of the facilities resource, in °C.",recommended
Memory,mem,number,"The total amount of memory capacity reported by the resource, in megabytes.",recommended
Memory,mem_committed,number,"The committed amount of memory reported by the resource, in megabytes.",
Memory,mem_free,number,"The free amount of memory reported by the resource, in megabytes.",recommended
Memory,mem_used,number,"The used amount of memory reported by the resource, in megabytes.",recommended
Memory,swap,number,"The total swap space size, in megabytes, if applicable.",
Memory,swap_free,number,"The free swap space size, in megabytes, if applicable.",
Memory,swap_used,number,"The used swap space size, in megabytes, if applicable.",
Storage,array,number,"The array that the resource is a member of, if applicable.",
Storage,blocksize,number,"Block size used by the storage resource, in kilobytes.",
Storage,cluster,string,"The cluster that the resource is a member of, if applicable.",
Storage,fd_max,number,The maximum number of available file descriptors.,
Storage,fd_used,number,The current number of open file descriptors.,
Storage,latency,number,"The latency reported by the resource, in milliseconds.",
Storage,mount,string,The mount point of a storage resource.,
Storage,parent,string,"A generic indicator of hierarchy. For instance, a disk event might include the array ID here.",
Storage,read_blocks,number,Number of blocks read.,
Storage,read_latency,number,"The latency of read operations, in milliseconds.",
Storage,read_ops,number,Number of read operations.,
Storage,storage,number,"The total amount of storage capacity reported by the resource, in megabytes.",
Storage,storage_free,number,"The free amount of storage capacity reported by the resource, in megabytes.",recommended
Storage,storage_free_percent,number,The percentage of storage capacity reported by the resource that is free.,recommended
Storage,storage_used,number,"The used amount of storage capacity reported by the resource, in megabytes.",recommended
Storage,storage_used_percent,number,The percentage of storage capacity reported by the resource that is used.,recommended
Storage,write_blocks,number,The number of blocks written by the resource.,
Storage,write_latency,number,"The latency of write operations, in milliseconds.",
Storage,write_ops,number,The total number of write operations processed by the resource.,
Network,thruput,number,"The current throughput reported by the service, in bytes.",recommended
Network,thruput_max,number,"The maximum possible throughput reported by the service, in bytes.",
OS,signature,string,"The event description signature, if available.",recommended
OS,signature_id,string,The unique identifier or event code of the event signature.,
Timesync,action,string,The result of a time sync event.,"recommended
prescribed values:success, failure"
Uptime,uptime,number,"The uptime of the compute resource, in seconds.",recommended
View_Activity,app,string,The app name which contains the view.,
View_Activity,spent,number,The amount of time spent loading the view (in milliseconds).,
View_Activity,uri,string,The uniform resource identifier of the view activity.,
View_Activity,user,string,The username of the user who accessed the view.,
View_Activity,view,string,The name of the view.,
Datamodel_Acceleration,access_count,number,The number of times the data model summary has been accessed since it was created.,
Datamodel_Acceleration,access_time,time,The timestamp of the most recent access of the data model summary.,
Datamodel_Acceleration,app,string,The application context in which the data model summary was accessed.,
Datamodel_Acceleration,buckets,number,The number of index buckets spanned by the data model acceleration summary.,
Datamodel_Acceleration,buckets_size,number,The total size of the bucket(s) spanned by the data model acceleration summary.,
Datamodel_Acceleration,complete,number,The percentage of the data model summary that is currently complete.,other:0-100
Datamodel_Acceleration,cron,string,The cron expression used to accelerate the data model.,
Datamodel_Acceleration,datamodel,string,The name of the data model accelerated.,
Datamodel_Acceleration,digest,string,A hash of the current data model constraints.,
Datamodel_Acceleration,earliest,time,The earliest time that the data model summary was accessed.,
Datamodel_Acceleration,is_inprogress,boolean,Indicates whether the data model acceleration is currently in progress.,"prescribed values:true, false, 1, 0"
Datamodel_Acceleration,last_error,string,The text of the last error reported during the data model acceleration.,
Datamodel_Acceleration,last_sid,string,The search id of the last acceleration attempt.,
Datamodel_Acceleration,latest,time,The most recent acceleration timestamp of the data model.,
Datamodel_Acceleration,mod_time,time,The timestamp of the most recent modification to the data model acceleration.,
Datamodel_Acceleration,retention,number,"The length of time that data model accelerations are retained, in seconds.",
Datamodel_Acceleration,size,number,"The amount of storage space the data model's acceleration summary takes up, in bytes.",
Datamodel_Acceleration,summary_id,string,The unique id of the data model acceleration summary.,
Search_Activity,host,string,The host on which the search occurred.,
Search_Activity,info,string,"The action of the search (granted, completed, cancelled, failed).",
Search_Activity,search,string,The search string.,
Search_Activity,search_et,string,The earliest time of the search.,
Search_Activity,search_lt,string,The latest time of the search.,
Search_Activity,search_type,string,The type of search.,
Search_Activity,source,string,The source associated with the search.,
Search_Activity,sourcetype,string,The source types included in the search.,
Search_Activity,user,string,The name of the user who ran the search.,
Scheduler_Activity,app,string,The app context in which the scheduled search was run.,
Scheduler_Activity,host,string,The host on which the scheduled search was run.,
Scheduler_Activity,savedsearch_name,string,The name of the saved search.,
Scheduler_Activity,sid,string,The search id.,
Scheduler_Activity,source,string,The source associated with the scheduled search.,
Scheduler_Activity,sourcetype,string,The source type associated with the scheduled search.,
Scheduler_Activity,splunk_server,string,The Splunk Server on which the scheduled search runs.,
Scheduler_Activity,status,string,The status of the scheduled search.,
Scheduler_Activity,user,string,The user who scheduled the search.,
Web_Service_Errors,host,string,The host on which the web service error occurred.,
Web_Service_Errors,source,string,The source where the web service error occurred.,
Web_Service_Errors,sourcetype,string,The source type associated with the web service error.,
Web_Service_Errors,event_id,string,The unique event_id for the web service error event.,
Modular_Actions,action_mode,string,"Specifies whether the action was executed as an ad hoc action or from a saved search, based on whether a search_name exists.","prescribed values:saved, adhoc"
Modular_Actions,action_status,string,"The status of the action. For example, ""success"", ""failure"", or ""pending"".",
Modular_Actions,app,string,The app ID of the app or add-on that owns the action.,
Modular_Actions,duration,number,"How long the action took to complete, in milliseconds.",
Modular_Actions,component,string,The component of the modular action script involved in the event.  Often used in conjunction with duration.,
Modular_Actions,orig_rid,string,"The rid value of a source action result, automatically added to an event if it is the product of a previously executed action.",
Modular_Actions,orig_sid,string,"The original sid value of a source action, automatically added to an event if it is the product of a previously executed action.",
Modular_Actions,rid,string,"The id associated with the result of a specific sid. By default, this is the row number of the search, starting with 0.",
Modular_Actions,search_name,string,The name of the correlation search that triggered the action. Blank for ad hoc actions.,
Modular_Actions,action_name,string,The name of the action.,
Modular_Actions,signature,string,The logging string associated with alert action introspection events.,
Modular_Actions,sid,string,"The search id, automatically assigned by splunkd.",
Modular_Actions,user,string,The user who triggered an ad hoc alert. Not relevant for actions triggered by searches.,
All_Ticket_Management,affect_dest,string,Destinations affected by the service request.,
All_Ticket_Management,comments,string,Comments about the service request.,
All_Ticket_Management,description,string,The description of the service request.,
All_Ticket_Management,dest,string,"The destination of the service request. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",
All_Ticket_Management,dest_bunit,string,"The business unit associated with the destination user or entity of the triggering events, if applicable. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
All_Ticket_Management,dest_category,string,The category of the destination.This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Ticket_Management,dest_priority,string,The priority of the destination.This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Ticket_Management,priority,string,The relative priority of the service request.,
All_Ticket_Management,severity,string,The relative severity of the service request.,
All_Ticket_Management,severity_id,string,The numeric or vendor specific severity indicator corresponding to the event severity.,
All_Ticket_Management,splunk_id,string,"The unique identifier of the service request as it pertains to Splunk. For example, 14DA67E8-6084-4FA8-9568-48D05969C522@@_internal@@0533eff241db0d892509be46cd3126e30e0f6046.",
All_Ticket_Management,splunk_realm,string,"The Splunk application or use case associated with the unique identifier (splunk_id). For example, es_notable.",
All_Ticket_Management,src_user,string,"The user or entity creating or triggering the ticket, if applicable.",
All_Ticket_Management,src_user_bunit,string,"The business unit associated with the source user or entity within the triggering events, if applicable.This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
All_Ticket_Management,src_user_category,string,The category associated with the user or entity that triggered the service request.This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Ticket_Management,src_user_priority,string,The priority associated with the user or entity that triggered the service request. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Ticket_Management,status,string,The relative status of the service request.,
All_Ticket_Management,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
All_Ticket_Management,ticket_id,string,"An identification name, code, or number for the service request.",
All_Ticket_Management,time_submitted,time,The time that the src_user submitted the service request.,
All_Ticket_Management,user,string,"The name of the user or entity that is assigned to the ticket, if applicable.",
All_Ticket_Management,user_bunit,string,"The business unit associated with the user or entity that is carrying out the service request, if applicable. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
All_Ticket_Management,user_category,string,"The category associated with the user or entity that is assigned to carry out the service request, if applicable. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
All_Ticket_Management,user_priority,string,"The priority of the user or entity that is assigned to carry out the service request, if applicable. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
Change,change,string,Designation for a request for change (RFC) that is raised to modify an IT service to resolve an incident or problem.,
Incident,incident,string,"The incident that triggered the service request. Can be a rare occurrence, or something that happens more frequently. An incident that occurs on a frequent basis can also be classified as a problem.",
Problem,problem,string,"When multiple occurrences of related incidents are observed, they are collectively designated with a single problem value. Problem management differs from the process of managing an isolated incident. Often problems are managed by a specific set of staff and through a problem management process.",
Updates,dest,string,"The system that is affected by the patch change. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.","recommended
required for pytest-splunk-addon"
Updates,dvc,string,"The device that detected the patch event, such as a patching or configuration management server. You can alias this from more specific fields, such as dvc_host, dvc_ip, or dvc_name.",required for pytest-splunk-addon
Updates,file_hash,string,The checksum of the patch package that was installed or attempted.,
Updates,file_name,string,The name of the patch package that was installed or attempted.,required for pytest-splunk-addon
Updates,severity,string,The severity associated with the patch event.,"prescribed values:critical, high, medium, low, informational"
Updates,severity_id,string,The numeric or vendor specific severity indicator corresponding to the event severity.,
Updates,signature,string,"The name of the patch requirement detected on the client (the dest), such as MS08-067 or RHBA-2013:0739.Note: This is a string value. Use signature_id for numeric indicators.","recommended
required for pytest-splunk-addon"
Updates,signature_id,int,The ID of the patch requirement detected on the client (the src).Note: Use signature for human-readable signature names.,"recommended
required for pytest-splunk-addon"
Updates,status,string,Indicates the status of a given patch requirement.,"recommended
required for pytest-splunk-addon
prescribed values:
Following are some prescribed values:


available: The patch or update is ready but not necessarily installed.
installed: The patch or update is successfully installed.
invalid: The patch or update is detected as invalid.
""restart required"": A restart is required after the patch installed.
""failure"": The installation patch or update failed to install."
Updates,tag,string,This automatically generated field is used to access tags from within datamodels. Do not define extractions for this field when writing add-ons.,
Updates,vendor_product,string,"The vendor and product of the patch monitoring product, such as Lumension Patch Manager. This field can be automatically populated by vendor and product fields in your data.",recommended
Vulnerabilities,bugtraq,string,Corresponds to an identifier in the vulnerability database provided by the Security Focus website (searchable at http://www.securityfocus.com/).,
Vulnerabilities,category,string,"The category of the discovered vulnerability, such as DoS.Note: This field is a string. Use  category_id for numeric values. The category_id field is optional and thus is not included in the data model.","recommended
required for pytest-splunk-addon"
Vulnerabilities,cert,string,"Corresponds to an identifier in the vulnerability database provided by the US Computer Emergency Readiness Team (US-CERT, searchable at http://www.kb.cert.org/vuls/).",
Vulnerabilities,cve,string,Corresponds to an identifier provided in the Common Vulnerabilities and Exposures index (searchable at http://cve.mitre.org).,"recommended
required for pytest-splunk-addon"
Vulnerabilities,cvss,number,Numeric indicator of the common vulnerability scoring system.,required for pytest-splunk-addon
Vulnerabilities,dest,string,"The host with the discovered vulnerability. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.","recommended
required for pytest-splunk-addon"
Vulnerabilities,dvc,string,"The system that discovered the vulnerability. You can alias this from more specific fields, such as dvc_host, dvc_ip, or dvc_name.","recommended
required for pytest-splunk-addon"
Vulnerabilities,msft,string,Corresponds to a Microsoft Security Advisory number (http://technet.microsoft.com/en-us/security/advisory/).,
Vulnerabilities,mskb,string,Corresponds to a Microsoft Knowledge Base article number (http://support.microsoft.com/kb/).,
Vulnerabilities,severity,string,"The severity of the vulnerability detection event. Specific values are required. Use vendor_severity for the vendor's own human readable strings (such as Good, Bad, and Really Bad).Note: This field is a string. Use severity_id for numeric data types.","recommended
required for pytest-splunk-addon
prescribed values:critical, high,  medium, informational, low"
Vulnerabilities,severity_id,string,The numeric or vendor specific severity indicator corresponding to the event severity.,
Vulnerabilities,signature,string,"The name of the vulnerability detected on the host, such as HPSBMU02785 SSRT100526 rev.2 - HP LoadRunner Running on Windows, Remote Execution of Arbitrary Code, Denial of Service (DoS).Note: This field has a string value. Use signature_id for numeric indicators.","recommended
required for pytest-splunk-addon"
Vulnerabilities,signature_id,string,The unique identifier or event code of the event signature.,
Vulnerabilities,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
Vulnerabilities,url,string,The URL involved in the discovered vulnerability.,
Vulnerabilities,user,string,The user involved in the discovered vulnerability.,
Vulnerabilities,vendor_product,string,The vendor and product that detected the vulnerability. This field can be automatically populated by vendor and product fields in your data.,recommended
Vulnerabilities,xref,string,"A cross-reference identifier associated with the vulnerability. In most cases, the xref field contains both the short name of the database being cross-referenced and the unique identifier used in the external database.",
Web,action,string,The action taken by the server or proxy.,"recommended
required for pytest-splunk-addon"
Web,app,string,"The application detected or hosted by the server/site such as WordPress, Splunk, or Facebook.",
Web,bytes,number,The total number of bytes transferred (bytes_in + bytes_out).,"recommended
required for pytest-splunk-addon"
Web,bytes_in,number,The number of inbound bytes transferred.,"recommended
required for pytest-splunk-addon"
Web,bytes_out,number,The number of outbound bytes transferred.,"recommended
required for pytest-splunk-addon"
Web,cached,boolean,Indicates whether the event data is cached or not.,"prescribed values:true, false, 1, 0"
Web,category,string,"The category of traffic, such as may be provided by a proxy server.",required for pytest-splunk-addon
Web,cookie,string,The cookie file recorded in the event.,
Web,dest,string,"The destination of the network traffic (the remote host). You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.","recommended
required for pytest-splunk-addon"
Web,dest_port,number,The destination port of the web traffic.,required for pytest-splunk-addon
Web,duration,number,"The time taken by the proxy event, in milliseconds.",
Web,http_content_type,string,The content-type of the requested HTTP resource.,recommended
Web,http_method,string,The HTTP method used in the request.,"recommended
prescribed values:GET, PUT,POST, DELETE, HEAD, OPTIONS, CONNECT, TRACE"
Web,http_referrer,string,The HTTP referrer used in the request. The W3C specification and many implementations misspell this as http_referer. Use a FIELDALIAS to handle both key names.,recommended
Web,http_referrer_domain,string,The domain name contained within the HTTP referrer used in the request.,recommended
Web,http_user_agent,string,The user agent used in the request.,"recommended
required for pytest-splunk-addon"
Web,http_user_agent_length,number,The length of the user agent used in the request.,required for pytest-splunk-addon
Web,response_time,number,"The amount of time it took to receive a response, if applicable, in milliseconds.",
Web,site,string,"The virtual site which services the request, if applicable.",
Web,src,string,The source of the network traffic (the client requesting the connection).,"recommended
required for pytest-splunk-addon"
Web,status,string,The HTTP response code indicating the status of the proxy request.,"recommended
required for pytest-splunk-addon
prescribed values:100, 101, 102, 200, 201, 202, 203, 204, 205, 206, 207, 208, 226, 300, 301, 302, 303, 304, 305, 306, 307, 308, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 422, 423, 424, 426, 428, 429, 431, 500, 501, 502, 503, 504, 505, 506, 507, 508, 510, 511"
Web,tag,string,This automatically generated field is used to access tags from within datamodels. Do not define extractions for this field when writing add-ons.,
Web,uri_path,string,The path of the resource served by the webserver or proxy.,"other:/CertEnroll/Blue%20Coat%20Systems%20Internal.crl
/CertEnroll/PWSVL-NETSVC-01.internal.cacheflow.com_Blue%20Coat%20Systems%20Internal.crt/MFAwTqADAgEAMEcwRTBDMAkGBSsOAwIaBQAEFOoaVMtyzC9gObESY9g1eXf1VM8VBBTl1mBq2WFf4cYqBI6c08kr4S302gIKUCIZdgAAAAAnQA%3D%3D
/bag
/en-US/account/login
/en-US/account/login
/en-US/app/simple_xml_examples/custom_viz_forcedirected
/en-US/config
/en-US/splunkd/__raw/services/apps/local/simple_xml_examples
/en-US/splunkd/__raw/services/configs/conf-web/settings
/en-US/splunkd/__raw/services/data/user-prefs/general
/en-US/splunkd/__raw/services/messages
/en-US/splunkd/__raw/services/messages
/en-US/splunkd/__raw/services/messages
/en-US/splunkd/__raw/services/messages
/en-US/splunkd/__raw/services/saved/searches/_new
/en-US/splunkd/__raw/services/server/info/server-info
/en-US/splunkd/__raw/servicesNS/-/-/search/jobs"
Web,uri_query,string,The path of the resource requested by the client.,"other:?return_to=%2Fen-US%2Fapp%2Fsimple_xml_examples%2Fcustom_viz_forcedirected%3Fearliest%3D0%26latest%3D
?earliest=0&latest=
?autoload=1
?output_mode=json&_=1424960631223
?output_mode=json&_=1424960631232
?output_mode=json&_=1424960631225
?output_mode=json&sort_key=timeCreated_epochSecs&sort_dir=desc&_=1424960631236
?output_mode=json&sort_key=timeCreated_epochSecs&sort_dir=desc&count=1000&_=1424933765618
?output_mode=json&sort_key=timeCreated_epochSecs&sort_dir=desc&count=1000&_=1424933765619
?output_mode=json&sort_key=timeCreated_epochSecs&sort_dir=desc&count=1000&_=1424960631233
?output_mode=json&_=1424960631228
?output_mode=json&_=1424960631224
?id=admin__admin_c2ltcGxlX3htbF9leGFtcGxlcw__search1_1424960633.67&count=1&output_mode=json&_=1424960631243"
